Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto
15,2023-01-01 14:00:00,Mouse,Computación,22743,7,159201,Efectivo,Córdoba,Argentina,25,0,9,7,5,Nuevo,1
16,2023-01-01 15:00:00,Monitor,Electrónica,15848,5,79240,Transferencia Bancaria,Mendoza,Argentina,24,0,12,11,1,Nuevo,5
17,2023-01-01 16:00:00,Auriculares,Computación,8168,9,73512,PayPal,Neuquén,Argentina,3,0,12,11,2,Nuevo,4
18,2023-01-01 17:00:00,Mouse,Computación,17674,2,35348,Tarjeta de Crédito,Rosario,Argentina,17,0,8,9,3,Nuevo,4
19,2023-01-01 18:00:00,Mouse,Electrónica,4428,7,30996,Efectivo,Buenos Aires,Argentina,11,0,9,11,2,Recurrente,3
20,2023-01-01 19:00:00,Tablet,Computación,23163,3,69489,Transferencia Bancaria,La Plata,Argentina,6,0,11,14,5,VIP,5
21,2023-01-01 20:00:00,Impresora,Electrónica,24477,5,122385,PayPal,Córdoba,Argentina,15,0,5,8,2,Recurrente,3
22,2023-01-01 21:00:00,Monitor,Accesorios,24610,1,24610,Efectivo,Neuquén,Argentina,14,0,3,7,5,VIP,3
23,2023-01-01 22:00:00,Smartphone,Accesorios,23488,1,23488,Transferencia Bancaria,Mendoza,Argentina,16,0,4,5,4,Recurrente,3
24,2023-01-01 23:00:00,Mouse,Accesorios,18755,7,131285,Transferencia Bancaria,Buenos Aires,Argentina,30,0,6,9,3,VIP,2
25,2023-01-02 00:00:00,Auriculares,Accesorios,23081,4,92324,Transferencia Bancaria,Salta,Argentina,23,0,11,14,2,Nuevo,1
26,2023-01-02 01:00:00,Impresora,Computación,19098,8,152784,Tarjeta de Crédito,Mendoza,Argentina,20,0,6,5,5,VIP,5
27,2023-01-02 02:00:00,Impresora,Electrónica,22040,4,88160,PayPal,Rosario,Argentina,11,0,8,11,3,Nuevo,4
28,2023-01-02 03:00:00,Smartphone,Electrónica,12930,3,38790,Efectivo,Buenos Aires,Argentina,27,0,8,6,4,VIP,3
29,2023-01-02 04:00:00,Mouse,Electrónica,23498,3,70494,PayPal,Buenos Aires,Argentina,24,0,3,4,4,Recurrente,4
30,2023-01-02 05:00:00,Auriculares,Accesorios,18414,8,147312,PayPal,Salta,Argentina,14,0,9,10,1,VIP,2
31,2023-01-02 06:00:00,Monitor,Accesorios,13477,8,107816,Efectivo,Neuquén,Argentina,9,0,6,5,4,Recurrente,5
32,2023-01-02 07:00:00,Laptop,Electrónica,10735,8,85880,PayPal,Buenos Aires,Argentina,29,0,7,11,4,Recurrente,4
33,2023-01-02 08:00:00,Auriculares,Accesorios,15964,5,79820,Tarjeta de Crédito,Córdoba,Argentina,11,0,14,13,3,Nuevo,3
34,2023-01-02 09:00:00,Smartphone,Electrónica,24702,4,98808,Efectivo,Buenos Aires,Argentina,12,0,8,7,4,VIP,4
35,2023-01-02 10:00:00,Impresora,Electrónica,18672,9,168048,Efectivo,Mendoza,Argentina,21,0,5,8,2,Recurrente,1
36,2023-01-02 11:00:00,Monitor,Electrónica,7266,3,21798,Transferencia Bancaria,Córdoba,Argentina,16,0,3,4,2,VIP,4
37,2023-01-02 12:00:00,Auriculares,Electrónica,10408,7,72856,PayPal,Buenos Aires,Argentina,13,0,11,13,3,Nuevo,3
38,2023-01-02 13:00:00,Laptop,Electrónica,18022,7,126154,Efectivo,Mendoza,Argentina,19,0,6,5,4,Nuevo,5
39,2023-01-02 14:00:00,Laptop,Electrónica,4988,5,24940,Efectivo,Mendoza,Argentina,17,0,11,13,4,VIP,5
40,2023-01-02 15:00:00,Tablet,Electrónica,4650,7,32550,Tarjeta de Crédito,La Plata,Argentina,25,0,7,9,2,Recurrente,5
41,2023-01-02 16:00:00,Tablet,Accesorios,23649,2,47298,Transferencia Bancaria,Mendoza,Argentina,13,0,14,16,5,Recurrente,2
42,2023-01-02 17:00:00,Teclado,Electrónica,9870,6,59220,Efectivo,Salta,Argentina,30,0,6,7,5,Recurrente,5
43,2023-01-02 18:00:00,Smartphone,Electrónica,24927,7,174489,Tarjeta de Crédito,Tucumán,Argentina,15,0,12,12,2,VIP,3
44,2023-01-02 19:00:00,Mouse,Accesorios,23124,4,92496,Efectivo,Rosario,Argentina,22,0,7,5,4,Recurrente,4
45,2023-01-02 20:00:00,Auriculares,Accesorios,9581,5,47905,Efectivo,Buenos Aires,Argentina,28,0,13,15,4,Recurrente,3
46,2023-01-02 21:00:00,Auriculares,Accesorios,9511,3,28533,Efectivo,Salta,Argentina,24,0,13,17,2,Recurrente,3
47,2023-01-02 22:00:00,Mouse,Electrónica,7136,9,64224,Tarjeta de Crédito,Buenos Aires,Argentina,29,0,4,7,5,Nuevo,5
48,2023-01-02 23:00:00,Teclado,Computación,20897,3,62691,PayPal,Buenos Aires,Argentina,14,0,9,10,5,Recurrente,4
49,2023-01-03 00:00:00,Impresora,Computación,7876,2,15752,Efectivo,Mendoza,Argentina,19,0,5,5,1,VIP,3
50,2023-01-03 01:00:00,Impresora,Accesorios,12148,3,36444,Efectivo,Mendoza,Argentina,11,0,4,7,2,VIP,4
51,2023-01-03 02:00:00,Teclado,Computación,25643,9,230787,PayPal,Buenos Aires,Argentina,7,0,9,12,1,Recurrente,2
52,2023-01-03 03:00:00,Impresora,Accesorios,24789,1,24789,Efectivo,Tucumán,Argentina,26,0,5,7,4,VIP,3
53,2023-01-03 04:00:00,Tablet,Electrónica,22536,8,180288,Transferencia Bancaria,Córdoba,Argentina,5,0,9,7,5,VIP,3
54,2023-01-03 05:00:00,Auriculares,Computación,25910,2,51820,Efectivo,Córdoba,Argentina,21,0,5,7,4,Recurrente,4
55,2023-01-03 06:00:00,Teclado,Electrónica,9952,2,19904,Transferencia Bancaria,Rosario,Argentina,15,0,13,16,4,Nuevo,3
56,2023-01-03 07:00:00,Auriculares,Computación,11393,7,79751,PayPal,La Plata,Argentina,19,0,11,15,4,Recurrente,3
57,2023-01-03 08:00:00,Mouse,Electrónica,13771,4,55084,Tarjeta de Crédito,Neuquén,Argentina,5,0,5,8,2,VIP,4
58,2023-01-03 09:00:00,Laptop,Computación,15226,3,45678,PayPal,Salta,Argentina,17,0,3,3,5,VIP,4
59,2023-01-03 10:00:00,Tablet,Electrónica,21956,6,131736,Efectivo,Rosario,Argentina,7,0,12,15,4,Recurrente,2
60,2023-01-03 11:00:00,Monitor,Electrónica,19221,7,134547,Transferencia Bancaria,Neuquén,Argentina,13,0,11,9,4,VIP,3
61,2023-01-03 12:00:00,Tablet,Computación,10021,6,60126,Tarjeta de Crédito,Buenos Aires,Argentina,26,0,10,11,2,Nuevo,4
62,2023-01-03 13:00:00,Teclado,Electrónica,14349,3,43047,Efectivo,Salta,Argentina,15,0,14,12,4,Recurrente,3
63,2023-01-03 14:00:00,Monitor,Electrónica,10131,2,20262,Tarjeta de Crédito,Buenos Aires,Argentina,22,0,12,10,4,VIP,5
64,2023-01-03 15:00:00,Laptop,Electrónica,11411,3,34233,Tarjeta de Crédito,Buenos Aires,Argentina,22,0,6,7,3,Nuevo,4
65,2023-01-03 16:00:00,Teclado,Computación,27434,2,54868,Efectivo,La Plata,Argentina,10,0,14,14,1,VIP,4
66,2023-01-03 17:00:00,Smartphone,Computación,23860,7,167020,PayPal,Mendoza,Argentina,12,0,12,11,4,Nuevo,4
67,2023-01-03 18:00:00,Auriculares,Electrónica,21996,5,109980,Efectivo,La Plata,Argentina,13,0,13,14,2,VIP,4
68,2023-01-03 19:00:00,Laptop,Electrónica,5341,1,5341,Efectivo,Rosario,Argentina,25,0,8,12,5,Recurrente,5
69,2023-01-03 20:00:00,Auriculares,Computación,17023,5,85115,PayPal,Mendoza,Argentina,10,0,10,12,2,VIP,3
70,2023-01-03 21:00:00,Impresora,Computación,10904,6,65424,Transferencia Bancaria,Mendoza,Argentina,18,0,5,7,2,Recurrente,4
71,2023-01-03 22:00:00,Smartphone,Electrónica,19668,9,177012,Efectivo,Rosario,Argentina,13,0,4,7,5,Nuevo,4
72,2023-01-03 23:00:00,Smartphone,Electrónica,21666,3,64998,Tarjeta de Crédito,Mendoza,Argentina,25,0,6,5,2,Nuevo,4
73,2023-01-04 00:00:00,Laptop,Electrónica,16116,3,48348,Efectivo,Salta,Argentina,4,0,8,6,3,VIP,4
74,2023-01-04 01:00:00,Smartphone,Accesorios,7778,7,54446,Efectivo,Córdoba,Argentina,5,0,8,6,5,Recurrente,3
75,2023-01-04 02:00:00,Monitor,Computación,15556,3,46668,Tarjeta de Crédito,Rosario,Argentina,25,0,12,16,3,Recurrente,3
76,2023-01-04 03:00:00,Smartphone,Accesorios,3530,4,14120,PayPal,Neuquén,Argentina,24,0,10,11,4,Nuevo,5
77,2023-01-04 04:00:00,Auriculares,Computación,18339,2,36678,Transferencia Bancaria,Rosario,Argentina,15,0,14,17,3,Nuevo,3
78,2023-01-04 05:00:00,Auriculares,Computación,8367,3,25101,Transferencia Bancaria,Córdoba,Argentina,12,0,7,11,3,VIP,4
79,2023-01-04 06:00:00,Teclado,Computación,17379,9,156411,Tarjeta de Crédito,La Plata,Argentina,12,0,12,12,5,Nuevo,3
80,2023-01-04 07:00:00,Auriculares,Computación,26834,3,80502,PayPal,La Plata,Argentina,3,0,6,8,4,Nuevo,2
81,2023-01-04 08:00:00,Teclado,Computación,13925,9,125325,Efectivo,La Plata,Argentina,21,0,5,5,4,Recurrente,2
82,2023-01-04 09:00:00,Auriculares,Computación,13566,2,27132,Efectivo,Mendoza,Argentina,19,0,14,12,3,Recurrente,3
83,2023-01-04 10:00:00,Monitor,Computación,20152,1,20152,Efectivo,Córdoba,Argentina,23,0,3,7,4,Recurrente,3
84,2023-01-04 11:00:00,Mouse,Accesorios,16816,3,50448,Efectivo,Salta,Argentina,25,0,14,18,3,Nuevo,5
85,2023-01-04 12:00:00,Teclado,Electrónica,22500,5,112500,Efectivo,Rosario,Argentina,25,0,11,12,2,VIP,4
86,2023-01-04 13:00:00,Tablet,Electrónica,5987,1,5987,Tarjeta de Crédito,Rosario,Argentina,27,0,8,8,5,VIP,2
87,2023-01-04 14:00:00,Impresora,Accesorios,22052,9,198468,Efectivo,Rosario,Argentina,12,0,13,11,5,Nuevo,5
88,2023-01-04 15:00:00,Laptop,Accesorios,13476,7,94332,Efectivo,Mendoza,Argentina,7,0,9,13,3,VIP,2
89,2023-01-04 16:00:00,Auriculares,Accesorios,16953,4,67812,PayPal,Mendoza,Argentina,16,0,13,16,4,Nuevo,5
90,2023-01-04 17:00:00,Smartphone,Accesorios,14935,1,14935,Efectivo,Tucumán,Argentina,17,0,8,6,3,VIP,5
91,2023-01-04 18:00:00,Mouse,Computación,25421,8,203368,Transferencia Bancaria,Salta,Argentina,24,0,13,13,5,Nuevo,2
92,2023-01-04 19:00:00,Auriculares,Electrónica,21937,8,175496,Tarjeta de Crédito,La Plata,Argentina,30,0,14,16,4,Recurrente,3
93,2023-01-04 20:00:00,Smartphone,Computación,28740,7,201180,Tarjeta de Crédito,Neuquén,Argentina,11,0,10,14,4,VIP,5
94,2023-01-04 21:00:00,Impresora,Electrónica,3479,7,24353,Tarjeta de Crédito,Tucumán,Argentina,4,0,9,13,2,Recurrente,4
95,2023-01-04 22:00:00,Impresora,Electrónica,9011,6,54066,Transferencia Bancaria,Tucumán,Argentina,27,0,14,16,3,Recurrente,3
96,2023-01-04 23:00:00,Impresora,Accesorios,11786,5,58930,Efectivo,Mendoza,Argentina,9,0,9,13,1,VIP,4
97,2023-01-05 00:00:00,Smartphone,Computación,19953,8,159624,Tarjeta de Crédito,La Plata,Argentina,11,0,9,12,3,Nuevo,5
98,2023-01-05 01:00:00,Auriculares,Accesorios,3631,2,7262,Transferencia Bancaria,La Plata,Argentina,18,0,6,5,4,Recurrente,4
99,2023-01-05 02:00:00,Impresora,Computación,18553,6,111318,PayPal,Rosario,Argentina,27,0,6,4,5,Recurrente,4
100,2023-01-05 03:00:00,Monitor,Electrónica,21231,2,42462,Efectivo,Mendoza,Argentina,8,0,10,14,4,Nuevo,4
101,2023-01-05 04:00:00,Teclado,Accesorios,14357,9,129213,Transferencia Bancaria,La Plata,Argentina,28,0,9,8,3,Nuevo,4
102,2023-01-05 05:00:00,Smartphone,Accesorios,6915,1,6915,Efectivo,Neuquén,Argentina,15,0,13,16,1,VIP,4
103,2023-01-05 06:00:00,Smartphone,Electrónica,17486,1,17486,PayPal,Tucumán,Argentina,19,0,12,16,5,VIP,5
104,2023-01-05 07:00:00,Auriculares,Electrónica,6920,5,34600,Transferencia Bancaria,Córdoba,Argentina,18,0,12,11,4,Nuevo,2
105,2023-01-05 08:00:00,Smartphone,Electrónica,14496,7,101472,Efectivo,Córdoba,Argentina,19,0,5,8,1,Recurrente,1
106,2023-01-05 09:00:00,Smartphone,Accesorios,15871,7,111097,Transferencia Bancaria,Mendoza,Argentina,13,0,12,13,4,Nuevo,3
107,2023-01-05 10:00:00,Impresora,Computación,25345,6,152070,Tarjeta de Crédito,Rosario,Argentina,26,0,12,10,1,VIP,3
108,2023-01-05 11:00:00,Auriculares,Accesorios,4685,2,9370,Efectivo,Rosario,Argentina,16,0,14,17,2,Recurrente,4
109,2023-01-05 12:00:00,Impresora,Computación,8867,2,17734,Transferencia Bancaria,La Plata,Argentina,9,0,10,13,4,Recurrente,4
110,2023-01-05 13:00:00,Teclado,Accesorios,22030,3,66090,Tarjeta de Crédito,Neuquén,Argentina,17,0,7,8,4,VIP,2
111,2023-01-05 14:00:00,Mouse,Accesorios,8464,8,67712,PayPal,Salta,Argentina,21,0,4,6,3,Recurrente,5
112,2023-01-05 15:00:00,Teclado,Electrónica,13889,7,97223,Efectivo,Mendoza,Argentina,27,0,9,10,3,Nuevo,4
113,2023-01-05 16:00:00,Mouse,Computación,25504,6,153024,Efectivo,Salta,Argentina,7,0,9,10,1,VIP,3
114,2023-01-05 17:00:00,Impresora,Accesorios,20072,7,140504,PayPal,Córdoba,Argentina,29,0,12,14,1,Recurrente,5
115,2023-01-05 18:00:00,Teclado,Accesorios,21416,6,128496,Tarjeta de Crédito,Tucumán,Argentina,19,0,14,14,1,VIP,5
116,2023-01-05 19:00:00,Auriculares,Electrónica,5995,9,53955,PayPal,La Plata,Argentina,29,0,11,10,2,Recurrente,4
117,2023-01-05 20:00:00,Laptop,Electrónica,22454,7,157178,Efectivo,Tucumán,Argentina,2,0,14,12,4,Nuevo,3
118,2023-01-05 21:00:00,Impresora,Computación,7280,6,43680,Transferencia Bancaria,Salta,Argentina,13,0,4,6,3,VIP,3
119,2023-01-05 22:00:00,Mouse,Accesorios,21992,9,197928,Tarjeta de Crédito,La Plata,Argentina,16,0,6,10,1,Recurrente,4
120,2023-01-05 23:00:00,Monitor,Computación,5343,3,16029,Tarjeta de Crédito,Buenos Aires,Argentina,28,0,11,11,4,Nuevo,4
121,2023-01-06 00:00:00,Mouse,Accesorios,12957,8,103656,Tarjeta de Crédito,Tucumán,Argentina,9,0,12,14,4,Nuevo,3
122,2023-01-06 01:00:00,Monitor,Computación,22971,1,22971,PayPal,Mendoza,Argentina,20,0,13,11,3,Nuevo,4
123,2023-01-06 02:00:00,Smartphone,Electrónica,7319,4,29276,PayPal,Tucumán,Argentina,22,0,12,14,5,Recurrente,3
124,2023-01-06 03:00:00,Teclado,Accesorios,10051,7,70357,Transferencia Bancaria,Tucumán,Argentina,30,0,12,12,5,Recurrente,1
125,2023-01-06 04:00:00,Monitor,Computación,6613,9,59517,Transferencia Bancaria,La Plata,Argentina,0,0,14,18,4,Nuevo,4
126,2023-01-06 05:00:00,Mouse,Electrónica,17989,6,107934,Tarjeta de Crédito,Córdoba,Argentina,5,0,3,5,5,Nuevo,3
127,2023-01-06 06:00:00,Smartphone,Electrónica,5563,3,16689,Transferencia Bancaria,Salta,Argentina,23,0,3,2,3,Nuevo,3
128,2023-01-06 07:00:00,Laptop,Computación,19399,1,19399,PayPal,Buenos Aires,Argentina,3,0,4,5,2,Nuevo,3
129,2023-01-06 08:00:00,Auriculares,Accesorios,5310,5,26550,Transferencia Bancaria,Tucumán,Argentina,18,0,6,7,4,Nuevo,4
130,2023-01-06 09:00:00,Auriculares,Accesorios,7409,7,51863,PayPal,Neuquén,Argentina,10,0,13,17,4,Recurrente,3
131,2023-01-06 10:00:00,Auriculares,Electrónica,7710,9,69390,Transferencia Bancaria,Salta,Argentina,11,0,4,5,5,VIP,3
132,2023-01-06 11:00:00,Monitor,Accesorios,22876,5,114380,Efectivo,Neuquén,Argentina,23,0,10,12,5,VIP,2
133,2023-01-06 12:00:00,Laptop,Accesorios,3228,6,19368,PayPal,Salta,Argentina,28,0,8,6,2,VIP,5
134,2023-01-06 13:00:00,Monitor,Accesorios,21254,1,21254,Efectivo,Neuquén,Argentina,4,0,4,8,2,Recurrente,2
135,2023-01-06 14:00:00,Teclado,Electrónica,22470,8,179760,PayPal,Córdoba,Argentina,10,0,9,7,5,VIP,4
136,2023-01-06 15:00:00,Monitor,Computación,21425,3,64275,Transferencia Bancaria,Rosario,Argentina,21,0,7,7,2,VIP,3
137,2023-01-06 16:00:00,Laptop,Accesorios,17073,7,119511,Efectivo,Buenos Aires,Argentina,22,0,8,10,2,VIP,4
138,2023-01-06 17:00:00,Laptop,Electrónica,6253,8,50024,Transferencia Bancaria,Buenos Aires,Argentina,27,0,14,15,4,VIP,3
139,2023-01-06 18:00:00,Teclado,Electrónica,24105,5,120525,PayPal,Neuquén,Argentina,14,0,13,15,4,Nuevo,3
140,2023-01-06 19:00:00,Laptop,Computación,28967,9,260703,Efectivo,Neuquén,Argentina,14,0,11,11,5,Recurrente,5
141,2023-01-06 20:00:00,Mouse,Accesorios,23883,8,191064,Tarjeta de Crédito,Neuquén,Argentina,17,0,9,11,1,VIP,3
142,2023-01-06 21:00:00,Laptop,Accesorios,7636,6,45816,Transferencia Bancaria,Salta,Argentina,13,0,8,8,1,Nuevo,2
143,2023-01-06 22:00:00,Auriculares,Computación,19569,6,117414,PayPal,La Plata,Argentina,0,0,12,16,3,VIP,4
144,2023-01-06 23:00:00,Mouse,Computación,10864,6,65184,Efectivo,Tucumán,Argentina,17,0,5,5,1,VIP,4
145,2023-01-07 00:00:00,Mouse,Electrónica,9232,7,64624,Transferencia Bancaria,Rosario,Argentina,3,0,9,8,3,VIP,5
146,2023-01-07 01:00:00,Teclado,Electrónica,13958,7,97706,Efectivo,Neuquén,Argentina,14,0,3,1,4,VIP,4
147,2023-01-07 02:00:00,Tablet,Computación,5007,6,30042,Transferencia Bancaria,La Plata,Argentina,2,0,6,8,3,VIP,5
148,2023-01-07 03:00:00,Tablet,Accesorios,9122,9,82098,Transferencia Bancaria,Mendoza,Argentina,22,0,4,8,5,Nuevo,3
149,2023-01-07 04:00:00,Laptop,Electrónica,23479,1,23479,Transferencia Bancaria,Córdoba,Argentina,4,0,7,6,4,VIP,5
150,2023-01-07 05:00:00,Mouse,Electrónica,3044,8,24352,Efectivo,Córdoba,Argentina,6,0,12,11,2,Nuevo,3
151,2023-01-07 06:00:00,Tablet,Accesorios,24711,1,24711,Efectivo,La Plata,Argentina,7,0,10,9,4,VIP,4
152,2023-01-07 07:00:00,Tablet,Electrónica,20603,6,123618,Transferencia Bancaria,Salta,Argentina,27,0,7,7,1,Recurrente,5
153,2023-01-07 08:00:00,Laptop,Accesorios,9619,5,48095,Tarjeta de Crédito,Córdoba,Argentina,5,0,12,15,2,Nuevo,3
154,2023-01-07 09:00:00,Tablet,Accesorios,21411,7,149877,Tarjeta de Crédito,Tucumán,Argentina,22,0,13,11,4,VIP,5
155,2023-01-07 10:00:00,Monitor,Accesorios,4369,8,34952,Tarjeta de Crédito,Córdoba,Argentina,19,0,14,16,3,Nuevo,3
156,2023-01-07 11:00:00,Smartphone,Computación,6670,1,6670,PayPal,Tucumán,Argentina,3,0,13,17,1,VIP,5
157,2023-01-07 12:00:00,Teclado,Computación,6281,5,31405,Tarjeta de Crédito,Mendoza,Argentina,29,0,8,10,4,VIP,3
158,2023-01-07 13:00:00,Smartphone,Computación,22841,9,205569,Efectivo,Neuquén,Argentina,27,0,6,5,4,Nuevo,4
159,2023-01-07 14:00:00,Laptop,Accesorios,17330,7,121310,Tarjeta de Crédito,Rosario,Argentina,19,0,3,2,5,VIP,2
160,2023-01-07 15:00:00,Auriculares,Accesorios,9268,1,9268,Efectivo,Buenos Aires,Argentina,16,0,10,8,3,VIP,4
161,2023-01-07 16:00:00,Teclado,Computación,27878,9,250902,PayPal,La Plata,Argentina,23,0,14,16,4,VIP,3
162,2023-01-07 17:00:00,Laptop,Electrónica,18371,6,110226,Efectivo,La Plata,Argentina,11,0,12,10,2,VIP,4
163,2023-01-07 18:00:00,Mouse,Accesorios,22800,3,68400,Efectivo,Tucumán,Argentina,30,0,9,9,1,VIP,1
164,2023-01-07 19:00:00,Auriculares,Electrónica,18317,5,91585,Efectivo,Mendoza,Argentina,27,0,11,12,4,VIP,5
165,2023-01-07 20:00:00,Smartphone,Electrónica,18374,2,36748,Tarjeta de Crédito,Mendoza,Argentina,21,0,4,4,2,Nuevo,4
166,2023-01-07 21:00:00,Laptop,Accesorios,10529,7,73703,Transferencia Bancaria,Salta,Argentina,25,0,4,3,2,Recurrente,3
167,2023-01-07 22:00:00,Mouse,Accesorios,19113,8,152904,Efectivo,Buenos Aires,Argentina,18,0,11,10,4,VIP,3
168,2023-01-07 23:00:00,Teclado,Electrónica,10806,1,10806,Tarjeta de Crédito,Neuquén,Argentina,2,0,13,12,2,Nuevo,3
169,2023-01-08 00:00:00,Teclado,Electrónica,14401,2,28802,Tarjeta de Crédito,Rosario,Argentina,20,0,12,15,3,Recurrente,2
170,2023-01-08 01:00:00,Impresora,Computación,20077,5,100385,Tarjeta de Crédito,La Plata,Argentina,16,0,13,11,3,Nuevo,1
171,2023-01-08 02:00:00,Mouse,Computación,24622,6,147732,Transferencia Bancaria,Tucumán,Argentina,10,0,9,9,4,Recurrente,3
172,2023-01-08 03:00:00,Monitor,Accesorios,13531,2,27062,Transferencia Bancaria,Mendoza,Argentina,18,0,10,9,4,Recurrente,4
173,2023-01-08 04:00:00,Tablet,Computación,20998,7,146986,Transferencia Bancaria,Neuquén,Argentina,28,0,13,11,5,Recurrente,5
174,2023-01-08 05:00:00,Auriculares,Computación,8819,2,17638,Transferencia Bancaria,La Plata,Argentina,10,0,10,14,3,Nuevo,3
175,2023-01-08 06:00:00,Mouse,Computación,9056,8,72448,PayPal,Tucumán,Argentina,28,0,10,14,1,Recurrente,3
176,2023-01-08 07:00:00,Impresora,Computación,23343,8,186744,Transferencia Bancaria,Córdoba,Argentina,14,0,12,10,3,VIP,3
177,2023-01-08 08:00:00,Tablet,Electrónica,9361,1,9361,Transferencia Bancaria,Neuquén,Argentina,25,0,13,13,4,VIP,4
178,2023-01-08 09:00:00,Tablet,Accesorios,7980,4,31920,Transferencia Bancaria,La Plata,Argentina,27,0,6,5,4,Recurrente,3
179,2023-01-08 10:00:00,Laptop,Computación,13121,5,65605,Efectivo,Rosario,Argentina,28,0,5,9,1,Recurrente,5
180,2023-01-08 11:00:00,Tablet,Electrónica,20007,7,140049,Efectivo,Neuquén,Argentina,21,0,7,10,4,VIP,3
181,2023-01-08 12:00:00,Monitor,Electrónica,8765,6,52590,Transferencia Bancaria,Tucumán,Argentina,15,0,12,16,3,Nuevo,4
182,2023-01-08 13:00:00,Teclado,Electrónica,24988,5,124940,PayPal,Rosario,Argentina,10,0,14,15,4,Nuevo,3
183,2023-01-08 14:00:00,Impresora,Computación,17697,2,35394,Efectivo,La Plata,Argentina,8,0,4,6,2,VIP,1
184,2023-01-08 15:00:00,Tablet,Computación,21252,4,85008,Tarjeta de Crédito,Córdoba,Argentina,16,0,7,5,3,Nuevo,1
185,2023-01-08 16:00:00,Laptop,Accesorios,23643,9,212787,Efectivo,Rosario,Argentina,0,0,9,7,1,Nuevo,4
186,2023-01-08 17:00:00,Monitor,Computación,5155,7,36085,Tarjeta de Crédito,Mendoza,Argentina,17,0,14,15,4,Recurrente,4
187,2023-01-08 18:00:00,Smartphone,Computación,23511,2,47022,Efectivo,Tucumán,Argentina,8,0,11,12,5,Nuevo,4
188,2023-01-08 19:00:00,Teclado,Electrónica,7247,3,21741,Transferencia Bancaria,La Plata,Argentina,0,0,7,10,4,VIP,5
189,2023-01-08 20:00:00,Teclado,Accesorios,10470,7,73290,Efectivo,Córdoba,Argentina,10,0,7,8,5,Nuevo,4
190,2023-01-08 21:00:00,Impresora,Computación,9295,6,55770,Transferencia Bancaria,Mendoza,Argentina,19,0,7,6,2,Recurrente,4
191,2023-01-08 22:00:00,Teclado,Computación,13588,5,67940,Transferencia Bancaria,La Plata,Argentina,28,0,9,7,5,VIP,3
192,2023-01-08 23:00:00,Tablet,Electrónica,9952,5,49760,Efectivo,Neuquén,Argentina,6,0,6,5,2,VIP,4
193,2023-01-09 00:00:00,Laptop,Electrónica,13802,9,124218,Tarjeta de Crédito,Salta,Argentina,8,0,12,10,4,VIP,5
194,2023-01-09 01:00:00,Teclado,Computación,22214,9,199926,Tarjeta de Crédito,Córdoba,Argentina,5,0,9,9,2,Recurrente,2
195,2023-01-09 02:00:00,Teclado,Accesorios,24316,9,218844,Efectivo,Mendoza,Argentina,0,0,9,10,4,VIP,5
